Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
457,Taurean Waller-Prince\princta02,SF,24,ATL,24,650,11.7,.558,.534,.201,1.6,14.7,8.0,11.7,1.9,1.1,16.0,22.6,,-0.1,0.5,0.3,.024,,-1.3,-1.3,-2.6,-0.1
458,Brad Wanamaker\wanambr01,PG,29,BOS,20,165,13.8,.558,.415,.226,0.6,11.1,5.8,25.2,2.4,0.0,15.9,18.2,,0.2,0.2,0.4,.118,,-1.3,-1.3,-2.7,0.0
459,T.J. Warren\warretj01,SF,25,PHO,41,1306,16.7,.578,.295,.199,2.5,12.4,7.3,7.7,1.8,1.9,7.1,23.1,,1.6,0.7,2.2,.083,,0.5,-1.6,-1.2,0.3
460,Yuta Watanabe\watanyu01,SG,24,MEM,7,47,7.5,.448,.308,.462,0.0,25.0,12.2,9.6,1.1,2.0,16.1,18.2,,-0.1,0.1,0.0,-0.040,,-8.2,-0.1,-8.3,-0.1
461,Thomas Welsh\welshth01,C,22,DEN,9,33,13.8,.643,.700,.200,0.0,13.2,6.6,16.8,0.0,0.0,8.4,15.5,,0.1,0.0,0.1,.134,,1.1,-4.0,-3.0,0.0
462,Russell Westbrook\westbru01,PG,30,OKC,37,1315,20.0,.475,.240,.290,4.1,27.3,15.4,46.0,3.3,0.8,16.6,31.4,,-0.2,2.9,2.6,.097,,1.2,4.5,5.7,2.6
463,Derrick White\whitede01,PG,24,SAS,38,930,13.8,.574,.269,.239,1.9,12.4,7.2,19.8,1.9,1.5,16.1,16.5,,0.9,0.9,1.8,.093,,-0.1,0.5,0.5,0.6
464,Okaro White\whiteok01,PF,26,WAS,3,6,-4.5,.000,1.000,.000,18.0,18.6,18.3,0.0,0.0,0.0,0.0,14.2,,0.0,0.0,0.0,-0.254,,-11.1,-8.2,-19.3,0.0
465,Hassan Whiteside\whiteha01,C,29,MIA,38,981,20.9,.525,.039,.405,15.0,35.1,25.0,5.4,1.0,8.1,11.9,22.4,,0.5,2.3,2.8,.136,,-3.7,3.1,-0.6,0.4
466,Andrew Wiggins\wiggian01,SF,23,MIN,41,1403,12.4,.496,.301,.272,3.0,10.3,6.6,10.0,1.5,1.4,8.8,24.1,,-0.2,0.8,0.6,.021,,-1.6,-1.3,-2.8,-0.3
467,Alan Williams\willial03,PF,26,BRK,1,9,45.2,.694,.000,1.000,23.8,72.5,48.0,45.3,0.0,0.0,14.8,32.2,,0.1,0.0,0.1,.427,,10.6,5.4,16.0,0.0
468,C.J. Williams\willicj01,SG,28,MIN,6,53,-1.9,.357,.429,.000,0.0,4.1,2.0,7.5,0.9,0.0,17.6,13.5,,-0.1,0.0,-0.1,-0.116,,-7.4,-2.8,-10.2,-0.1
469,Johnathan Williams\willijo04,C,23,LAL,7,89,10.4,.518,.000,.250,13.0,11.1,12.0,5.9,0.5,3.6,8.3,11.3,,0.1,0.1,0.2,.109,,-2.2,1.1,-1.2,0.0
470,Kenrich Williams\willike04,SF,24,NOP,12,66,1.5,.397,.278,.111,4.9,12.5,8.8,3.7,0.7,0.0,13.7,13.7,,-0.1,0.0,-0.1,-0.055,,-6.1,-2.9,-9.0,-0.1
471,Lou Williams\willilo02,SG,32,LAC,40,1019,21.0,.559,.247,.415,1.8,9.3,5.7,31.5,1.1,0.3,12.1,31.7,,2.0,0.4,2.5,.115,,2.9,-3.0,0.0,0.5
472,Marvin Williams\willima02,PF,32,CHO,44,1207,13.2,.560,.591,.151,3.7,18.4,11.0,6.2,1.6,2.4,5.7,14.9,,1.4,1.3,2.7,.107,,0.4,0.7,1.0,0.9
473,Robert Williams\williro04,C,21,BOS,21,185,20.8,.736,.000,.286,10.9,20.9,15.9,3.0,1.6,14.1,16.9,11.1,,0.4,0.5,0.9,.222,,-2.0,7.7,5.7,0.4
474,Troy Williams\willitr02,SF,24,SAC,18,286,11.2,.550,.471,.172,3.2,17.0,10.0,4.6,1.6,2.4,7.9,14.8,,0.2,0.3,0.5,.076,,-1.7,-0.1,-1.8,0.0
475,D.J. Wilson\wilsodj01,PF,22,MIL,17,311,14.5,.592,.466,.193,6.4,22.0,14.7,7.2,1.2,3.1,7.7,14.0,,0.5,0.6,1.1,.163,,-0.5,1.8,1.3,0.3
476,Justise Winslow\winslju01,PF,22,MIA,39,1124,13.1,.512,.329,.207,3.3,16.2,9.7,21.9,1.8,0.9,14.7,20.8,,0.2,1.5,1.6,.069,,-1.0,0.7,-0.2,0.5
477,Christian Wood\woodch01,PF,23,MIL,6,37,23.7,.636,.235,.353,11.9,31.7,22.4,8.2,0.0,0.0,9.2,24.7,,0.1,0.1,0.2,.233,,0.4,-3.2,-2.8,0.0
478,Delon Wright\wrighde01,PG,26,TOR,43,790,14.7,.529,.322,.161,4.8,9.6,7.2,16.6,2.4,1.4,9.9,16.5,,1.0,1.0,2.0,.120,,0.2,1.0,1.2,0.6
479,Guerschon Yabusele\yabusgu01,PF,23,BOS,26,152,10.7,.507,.395,.279,8.4,10.6,9.5,8.9,1.9,4.1,15.7,16.3,,0.0,0.2,0.3,.083,,-2.7,1.6,-1.1,0.0
480,Nick Young\youngni01,SG,33,DEN,4,37,2.4,.500,.889,.000,0.0,3.0,1.5,6.8,0.0,2.4,18.2,12.8,,0.0,0.0,0.0,-0.024,,-4.1,-2.9,-7.0,0.0
481,Thaddeus Young\youngth01,PF,30,IND,45,1360,16.3,.568,.133,.187,8.4,13.5,11.0,8.5,2.5,1.3,9.7,17.9,,1.7,2.3,4.0,.142,,0.5,1.7,2.2,1.4
482,Trae Young\youngtr01,PG,20,ATL,45,1338,12.8,.504,.374,.300,2.3,8.8,5.5,37.1,1.4,0.7,20.6,27.2,,-0.7,0.5,-0.2,-0.008,,-1.3,-2.8,-4.1,-0.7
483,Cody Zeller\zelleco01,C,26,CHO,35,857,16.5,.618,.069,.329,9.0,18.4,13.7,12.4,1.4,2.8,14.5,15.5,,1.7,0.9,2.7,.149,,0.4,1.9,2.3,0.9
484,Ante Zizic\zizican01,C,22,CLE,31,418,17.1,.586,.000,.465,10.9,23.7,17.1,6.4,0.6,2.3,11.9,18.7,,0.7,0.1,0.8,.092,,-1.9,-2.1,-4.0,-0.2
485,Ivica Zubac\zubaciv01,C,21,LAL,26,359,21.7,.659,.000,.338,11.5,21.2,16.5,7.5,0.5,4.4,11.3,19.5,,1.1,0.5,1.6,.215,,0.0,0.8,0.8,0.3
